3.550000000000000000e+01 8.704396275979619203e-06 7.293786658573858720e-07
7.649999999999997158e+01 6.497521347120268177e-06 2.676966344452505588e-07
1.264999999999999432e+02 5.174664959840212881e-06 1.557017876717664996e-07
1.764999999999999147e+02 4.670769170505035773e-06 1.183895947558222421e-07
2.264999999999998579e+02 4.396508225351045015e-06 9.848902506452874410e-08
2.764999999999998295e+02 3.983146562182764463e-06 8.064390353909853597e-08
3.264999999999998295e+02 3.873105590328766073e-06 7.475598932062559248e-08
3.764999999999998295e+02 3.605593018990517917e-06 6.381441937245269810e-08
4.264999999999997158e+02 3.612523004336203625e-06 5.970937547093078987e-08
4.764999999999997158e+02 3.466049005050782730e-06 5.448172618690283891e-08
5.264999999999996589e+02 3.327173001899395135e-06 5.172515278704204102e-08
5.764999999999996589e+02 3.416979284409437395e-06 4.694356764536218889e-08
6.264999999999996589e+02 3.343572108540958537e-06 4.404394902245520158e-08
6.764999999999995453e+02 3.254354405913728969e-06 4.008097168978685982e-08
7.264999999999995453e+02 3.254250609326354382e-06 4.173384551908143917e-08
7.764999999999996589e+02 3.156732420532409827e-06 3.870882395288167758e-08
8.264999999999997726e+02 3.202706369646611797e-06 3.691160296972092374e-08
8.764999999999994316e+02 3.256828880396452965e-06 3.622990082280032267e-08
9.264999999999995453e+02 3.118098735732783892e-06 3.373260975019729470e-08
9.764999999999995453e+02 3.141810642317228655e-06 3.167336161571462963e-08
1.026499999999999545e+03 3.183650583317019551e-06 3.352481587022125639e-08
1.076499999999999545e+03 3.171808361845782735e-06 3.200060877131956782e-08
1.126499999999999545e+03 3.074097150364028043e-06 3.239652121709065170e-08
1.176499999999999773e+03 3.150914944767250679e-06 3.000638275402851805e-08
1.226499999999999773e+03 3.075967778623834757e-06 2.917099801396839020e-08
1.276499999999999545e+03 3.035830287878157678e-06 2.760868649864621330e-08
1.326499999999999318e+03 3.010767446154508027e-06 2.903301545543701691e-08
1.376499999999999318e+03 3.042578236777394271e-06 2.784365077421264001e-08
1.426499999999999318e+03 3.068128328624996980e-06 2.826873292055894127e-08
1.476499999999999318e+03 3.014654486505338989e-06 2.727718135021310562e-08
1.526499999999999318e+03 3.029463380896321479e-06 2.710023936757896164e-08
1.576499999999999545e+03 2.982863828066317948e-06 2.463627040444563907e-08
1.626499999999999545e+03 3.061542490761681682e-06 2.525448175589727786e-08
1.676499999999999545e+03 3.020504184749322679e-06 2.578122239425391291e-08
1.726499999999999318e+03 2.984573923162156133e-06 2.330876131894396348e-08
1.776499999999999091e+03 2.995251877519400355e-06 2.241074590929307114e-08
1.826499999999999091e+03 2.997607562841219770e-06 2.231113940788576607e-08
1.876499999999999091e+03 3.031706813786048018e-06 2.308189281441095872e-08
1.926499999999999091e+03 3.000366243598735982e-06 2.094013383574059545e-08
1.976499999999999091e+03 3.038561169886200252e-06 2.218148477605748308e-08
2.026499999999999091e+03 3.015104920273111586e-06 2.300906165194219202e-08
2.076499999999999091e+03 3.013936302596140339e-06 2.222035819951531334e-08
2.126499999999999091e+03 2.997113862290625219e-06 2.004513208919314594e-08
2.176499999999998636e+03 3.010639535065630202e-06 2.038977633415738687e-08
2.226499999999998636e+03 3.032206878512705783e-06 2.137037233743488912e-08
2.276499999999998636e+03 3.007170963967694061e-06 2.185166396451965744e-08
2.326499999999998636e+03 3.024520627000296017e-06 2.094043924004918875e-08
2.376499999999998636e+03 3.003778129770570129e-06 1.915359022149786731e-08
2.426499999999999091e+03 2.985591044290740635e-06 1.948392269462442896e-08
2.476499999999999545e+03 2.983040489201035947e-06 1.883719221273860815e-08
2.526499999999999545e+03 2.969169288581788248e-06 2.041957010000168793e-08
2.576500000000000000e+03 2.988053756903931742e-06 1.958053910553274850e-08
2.626500000000000000e+03 3.008761493398667352e-06 2.052580008380256492e-08
2.676500000000000000e+03 2.973795787387691934e-06 1.847292888634841454e-08
2.726500000000000000e+03 2.994877766409043152e-06 1.834006938411107778e-08
2.776500000000000000e+03 3.002280113423285023e-06 1.954438365050561602e-08
2.826500000000000000e+03 3.020358905407695830e-06 1.728653978530335311e-08
2.876500000000000000e+03 3.019294626677917557e-06 1.865080120185917334e-08
2.926500000000000000e+03 3.161966412697373758e-06 1.797289215839234891e-08
