3.550000000000000000e+01 3.692357020454499615e-06 2.325097823224699814e-07
7.649999999999997158e+01 2.640188379364847189e-06 9.843152410615644033e-08
1.264999999999999432e+02 1.719624790480201772e-06 4.966032850266938114e-08
1.764999999999999147e+02 1.327573311063161833e-06 3.112524979852886193e-08
2.264999999999998579e+02 9.856640502447908016e-07 2.145659543682752834e-08
2.764999999999998295e+02 8.121098654141616539e-07 1.678499342666360023e-08
3.264999999999998295e+02 6.570890480686323308e-07 1.244281986948772073e-08
3.764999999999998295e+02 6.045181200125558596e-07 1.033191471993121671e-08
4.264999999999997158e+02 5.247980061330634834e-07 8.763884801615402274e-09
4.764999999999997158e+02 4.518624229673292765e-07 6.904173084512474785e-09
5.264999999999996589e+02 4.325179797553081055e-07 6.007621963193210014e-09
5.764999999999996589e+02 3.932776125204637933e-07 5.383957456944498157e-09
6.264999999999996589e+02 3.626823135119104913e-07 4.975808777569019524e-09
6.764999999999995453e+02 3.507862293230905654e-07 4.228968705603505234e-09
7.264999999999995453e+02 3.287617343596441318e-07 4.262223584557191954e-09
7.764999999999996589e+02 3.149555972099113066e-07 3.889976995985654972e-09
8.264999999999997726e+02 2.985226776309483560e-07 3.470147470309897173e-09
8.764999999999994316e+02 2.946777459994339886e-07 3.411236897221796188e-09
9.264999999999995453e+02 2.826029510101716088e-07 3.022693458536632440e-09
9.764999999999995453e+02 2.684567964899855652e-07 3.029120146335254491e-09
1.026499999999999545e+03 2.670258874798953427e-07 2.798383580689126062e-09
1.076499999999999545e+03 2.603785121571588190e-07 2.535539103665981174e-09
1.126499999999999545e+03 2.554753312981103996e-07 2.416520187290714313e-09
1.176499999999999773e+03 2.502214695169622684e-07 2.475055847904693867e-09
1.226499999999999773e+03 2.447809965313294331e-07 2.165329223073387340e-09
1.276499999999999545e+03 2.400724930052102012e-07 2.323789037974922233e-09
1.326499999999999318e+03 2.375992379041681998e-07 2.150144051162564538e-09
1.376499999999999318e+03 2.307691323206496913e-07 2.052699366105180836e-09
1.426499999999999318e+03 2.312486104449340687e-07 1.995134992890760095e-09
1.476499999999999318e+03 2.274788996041830418e-07 2.017347767285316128e-09
1.526499999999999318e+03 2.248666552320629040e-07 1.958899830137351061e-09
1.576499999999999545e+03 2.206493062604142488e-07 1.981358683690331249e-09
1.626499999999999545e+03 2.212625894272159484e-07 1.733408436749041426e-09
1.676499999999999545e+03 2.137955950715431067e-07 1.756321294170807549e-09
1.726499999999999318e+03 2.152395759041767616e-07 1.690401754881564006e-09
1.776499999999999091e+03 2.122697600342150064e-07 1.661105148870490840e-09
1.826499999999999091e+03 2.117349378360373143e-07 1.690437136587325643e-09
1.876499999999999091e+03 2.066459417630786222e-07 1.614348579897019525e-09
1.926499999999999091e+03 2.086384245520466772e-07 1.601595742592161712e-09
1.976499999999999091e+03 2.087601407220215015e-07 1.646406275945486213e-09
2.026499999999999091e+03 2.080401319002518693e-07 1.453178734476073303e-09
2.076499999999999091e+03 2.045322278290328595e-07 1.531286001761231885e-09
2.126499999999999091e+03 2.055648975337689274e-07 1.474599216292885958e-09
2.176499999999998636e+03 2.015806895462688262e-07 1.486195630179688102e-09
2.226499999999998636e+03 2.003636444390385235e-07 1.410040146059337689e-09
2.276499999999998636e+03 2.029082641161309014e-07 1.377399775286909819e-09
2.326499999999998636e+03 1.961000288226639265e-07 1.408402531395164094e-09
2.376499999999998636e+03 1.973259617087932994e-07 1.319750662351453997e-09
2.426499999999999091e+03 1.951079459345734200e-07 1.376623460015434213e-09
2.476499999999999545e+03 1.930198371967061519e-07 1.297831101171309248e-09
2.526499999999999545e+03 1.961919329601363358e-07 1.360809428676306626e-09
2.576500000000000000e+03 1.951666105082296462e-07 1.259714639972549573e-09
2.626500000000000000e+03 1.924078671074694017e-07 1.301820666480169110e-09
2.676500000000000000e+03 1.938499891912683694e-07 1.266168071699616139e-09
2.726500000000000000e+03 1.933785196444245750e-07 1.279804361130025342e-09
2.776500000000000000e+03 1.931399130250754274e-07 1.170026820760474536e-09
2.826500000000000000e+03 1.925587996742823340e-07 1.216455400511713301e-09
2.876500000000000000e+03 1.967071247970094997e-07 1.276988485275467403e-09
2.926500000000000000e+03 2.012134968672128347e-07 1.127612792367759233e-09
